"V1","V2","V3"
0.333333377811571,0.333333283554622,0.333333338633807
0.333333427887707,0.333333227510949,0.333333344601344
0.33333331029516,0.333333359116892,0.333333330587948
0.333333439489896,0.333333214526151,0.333333345983954
0.333333365012949,0.333333297878428,0.333333337108623
0.333333407307677,0.333333250543503,0.33333334214882
0.333333403405985,0.333333254910159,0.333333341683856
0.333333311083975,0.333333358234076,0.333333330681949
0.333333316124695,0.333333352592649,0.333333331282656
0.33333337544175,0.333333286206837,0.333333338351413
0.333333243238462,0.333333434164816,0.333333322596722
0.333333257642718,0.333333418043991,0.333333324313291
0.333333331401691,0.333333335495125,0.333333333103183
0.333333427296204,0.333333228172963,0.333333344530834
0.333333438851912,0.333333215240166,0.333333345907922
0.333333442338639,0.333333211337929,0.333333346323432
0.33333341830244,0.333333238238487,0.333333343459074
0.333333245382042,0.33333343176578,0.333333322852178
0.333333237836668,0.333333440210352,0.33333332195298
0.333333238491315,0.333333439477696,0.333333322030989
0.333333426331085,0.333333229253089,0.333333344415826
0.333333311311158,0.333333357979821,0.333333330709021
0.333333303131107,0.333333367134698,0.333333329734195
0.333333411614067,0.333333245723911,0.333333342662022
0.33333328322299,0.333333389415271,0.333333327361739
0.333333298694456,0.333333372100065,0.333333329205478
0.333333436907485,0.333333217416306,0.333333345676208
0.333333243976295,0.333333433339072,0.333333322684633
0.333333420935635,0.333333235291516,0.333333343772849
0.333333401142374,0.333333257443521,0.333333341414104
0.33333342240195,0.333333233650458,0.333333343947592
0.333333309834193,0.333333359632809,0.333333330532999
0.333333433537871,0.33333322118748,0.333333345274649
0.333333304136523,0.333333366009461,0.333333329854016
0.333333266791922,0.333333407804466,0.333333325403612
0.333333261851857,0.333333413333268,0.333333324814875
0.333333239766337,0.333333438050722,0.33333332218294
0.333333335536243,0.333333330867853,0.333333333595904
0.333333428661499,0.333333226644966,0.333333344693535
0.3333334355874,0.333333218893702,0.333333345518898
0.333333247307562,0.33333342961081,0.333333323081629
0.333333243478623,0.333333433896052,0.333333322625325
0.333333285923863,0.333333386392551,0.333333327683587
0.33333324406567,0.33333343323904,0.333333322695289
0.333333426595265,0.333333228957429,0.333333344447307
0.333333362540084,0.333333300645986,0.33333333681393
0.333333408093684,0.333333249663815,0.3333333422425
0.333333316848926,0.333333351782132,0.333333331368941
0.333333328432732,0.333333338817908,0.33333333274936
0.333333263675525,0.333333411292253,0.333333325032222
0.333333251520907,0.33333342489536,0.333333323583733
0.333333311470852,0.333333357801107,0.333333330728041
0.333333271926065,0.333333402058474,0.333333326015462
0.333333248739111,0.333333428008662,0.333333323252227
0.333333378260803,0.333333283051854,0.333333338687344
0.333333306568465,0.333333363287706,0.333333330143829
0.333333247290259,0.33333342963018,0.333333323079561
0.333333394766969,0.333333264578682,0.333333340654349
0.333333371348743,0.333333290787609,0.333333337863648
0.33333334953081,0.333333315205567,0.333333335263623
0.333333325839791,0.333333341719837,0.333333332440372
0.333333253836516,0.3333334223038,0.333333323859684
0.333333247231757,0.333333429695644,0.333333323072599
0.333333365858357,0.333333296932289,0.333333337209354
0.333333297100429,0.333333373884055,0.333333329015516
0.333333339388962,0.333333326556016,0.333333334055022
0.333333431584995,0.333333223373079,0.333333345041926
0.33333324600743,0.333333431065879,0.333333322926691
0.333333320297199,0.333333347922938,0.333333331779863
0.333333432357392,0.333333222508637,0.333333345133971
0.333333424245588,0.333333231587119,0.333333344167293
0.333333301376566,0.333333369098339,0.333333329525095
0.33333326232884,0.333333412799447,0.333333324871713
0.333333249583942,0.33333342706315,0.333333323352908
0.333333336259061,0.333333330058906,0.333333333682033
0.333333422594176,0.333333233435329,0.333333343970495
0.333333392232576,0.333333267415077,0.333333340352347
0.33333331360117,0.333333355416923,0.333333330981908
0.333333330401351,0.333333336614683,0.333333332983965
0.333333244345642,0.333333432925702,0.333333322728656
0.333333337047523,0.333333329176485,0.333333333775992
0.333333312682284,0.333333356445318,0.333333330872398
0.333333426823526,0.333333228701967,0.333333344474507
0.33333342327854,0.333333232669404,0.333333344052057
0.333333426879994,0.333333228638771,0.333333344481235
0.333333372200445,0.333333289834434,0.333333337965121
0.333333423551233,0.333333232364215,0.333333344084553
0.333333250368418,0.333333426185191,0.33333332344639
0.333333428982632,0.333333226285563,0.333333344731805
0.333333245796949,0.333333431301443,0.333333322901607
0.333333392969656,0.33333326659018,0.333333340440164
0.333333424761096,0.333333231010174,0.33333334422873
0.333333315380641,0.333333353425402,0.333333331193957
0.333333262252147,0.333333412885271,0.333333324862582
0.333333297176797,0.33333337379861,0.333333329024593
0.33333326180096,0.333333413390217,0.333333324808823
0.333333263909479,0.333333411030441,0.33333332506008
0.333333327175489,0.333333340224968,0.333333332599543
0.333333370252798,0.333333292014169,0.333333337733033
0.333333261894735,0.333333413285276,0.333333324819989
0.333333256894866,0.333333418880982,0.333333324224152
0.333333265544551,0.333333409200516,0.333333325254932
0.333333418265236,0.333333238280132,0.333333343454632
0.333333419438691,0.333333236966845,0.333333343594464
0.333333245229613,0.333333431936385,0.333333322834002
0.333333281504458,0.333333391338628,0.333333327156914
0.333333254469562,0.33333342159531,0.333333323935128
0.333333364092846,0.333333298908205,0.333333336998948
0.333333388869902,0.333333271178496,0.333333339951602
0.333333407340126,0.33333325050719,0.333333342152684
0.333333255316834,0.333333420647067,0.333333324036099
0.33333332951738,0.333333337603992,0.333333332878628
0.33333332533494,0.333333342284856,0.333333332380204
0.333333269729322,0.333333404517025,0.333333325753653
0.333333266538503,0.333333408088106,0.333333325373391
0.333333319679898,0.333333348613808,0.333333331706295
0.333333308952206,0.333333360619917,0.333333330427878
0.333333259096775,0.333333416416667,0.333333324486558
0.333333254275126,0.333333421812911,0.333333323911963
0.333333401355166,0.333333257205373,0.333333341439461
0.333333315735191,0.333333353028608,0.3333333312362
0.333333389549042,0.333333270418423,0.333333340032535
0.333333398736512,0.333333260136078,0.33333334112741
0.333333401552753,0.333333256984227,0.33333334146302
0.333333393294123,0.333333266227045,0.333333340478832
0.333333268876302,0.333333405471717,0.333333325651982
0.333333355879442,0.333333308100384,0.333333336020174
0.333333356477565,0.333333307430986,0.333333336091449
0.333333314167992,0.333333354782562,0.333333331049446
0.333333423285409,0.333333232661722,0.333333344052869
0.333333322397799,0.333333345572031,0.33333333203017
0.333333397046484,0.333333262027517,0.333333340925998
0.333333406859468,0.333333251045129,0.333333342095403
0.333333298559171,0.333333372251487,0.333333329189342
0.333333394006795,0.333333265429446,0.333333340563759
0.333333406765786,0.333333251149968,0.333333342084246
0.333333257988531,0.333333417656982,0.333333324354487
0.333333259383243,0.333333416096063,0.333333324520694
0.333333261501245,0.333333413725661,0.333333324773094
0.333333305463267,0.33333336452463,0.333333330012103
0.333333309364118,0.333333360158914,0.333333330476968
0.333333367701978,0.333333294868976,0.333333337429047
0.333333263124874,0.333333411908543,0.333333324966583
0.333333256286605,0.333333419561728,0.333333324151668
0.333333375253394,0.333333286417658,0.333333338328948
